Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4,2.75,3.25,4.25,2,1.75,2,2.25,4.75,4.75,4.75,4.75,1.7542.753.254.2521.7522.2524.754.754.75
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,3.75,2.5,3.5,4,2.25,2,1.75,2.5,4.75,4.5,5,4.5,1.753.752.53.542.2521.752.52.254.554.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,3.75,2.75,3.25,4,2.25,1.75,2,2.5,4.75,4.75,4.75,4.5,23.752.753.2542.251.7522.52.254.754.754.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,2.75,3.5,2.5,2.75,3,1.25,3,1.5,4.25,3.5,4.5,4,2.252.753.52.52.7531.2531.533.54.54
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,2.75,3.75,2.25,2.75,3,1,3,1.5,4.25,3.75,4.25,4,2.52.753.752.252.753131.533.754.254
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,2.5,3.5,2.5,2.5,3.25,1.25,2.75,1.75,4.25,3.5,4.5,3.75,2.52.53.52.52.53.251.252.751.753.253.54.53.75
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,2.5,3.75,2.25,2.5,3.25,1,3,1.75,4.25,3.75,4.25,3.75,2.752.53.752.252.53.25131.753.253.754.253.75
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3,3.5,2.75,3.25,2.75,1.75,3,2,4.75,4.5,4.75,4.75,233.52.753.252.751.75322.754.54.754.75
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3,3.75,2.5,3.25,2.75,1.5,3,2,4.75,4.75,4.5,4.75,2.2533.752.53.252.751.5322.754.754.54.75
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,2.75,3.5,2.75,3,3,1.75,2.75,2.25,4.75,4.5,4.75,4.5,2.252.753.52.75331.752.752.2534.54.754.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,2.75,3.75,2.5,3,3,1.5,3,2.25,4.75,4.75,4.5,4.5,2.52.753.752.5331.532.2534.754.54.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,3.5,3,4,3.75,2.25,1.5,2.25,2.5,4.25,3.75,4.5,4.5,1.753.5343.752.251.52.252.52.253.754.54.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,3.5,3.25,3.75,3.75,2.25,1.25,2.25,2.5,4.25,4,4.25,4.5,23.53.253.753.752.251.252.252.52.2544.254.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,3.25,3,4,3.5,2.5,1.5,2,2.75,4.25,3.75,4.5,4.25,23.25343.52.51.522.752.53.754.54.25
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.25,3.25,3.25,3.75,3.5,2.5,1.25,2.25,2.75,4.25,4,4.25,4.25,2.253.253.253.753.52.51.252.252.752.544.254.25
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.5,3,3.75,3.5,2.5,2,2.5,2.25,4.5,4.25,4.75,4.5,23.533.753.52.522.52.252.54.254.754.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.5,3.25,3.5,3.5,2.5,1.75,2.5,2.25,4.5,4.5,4.5,4.5,2.253.53.253.53.52.51.752.52.252.54.54.54.5
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,3.25,3,3.75,3.25,2.75,2,2.25,2.5,4.5,4.25,4.75,4.25,2.253.2533.753.252.7522.252.52.754.254.754.25
"Baby Peach, Baby Daisy","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.5,3.25,3.25,3.5,3.25,2.75,1.75,2.5,2.5,4.5,4.5,4.5,4.25,2.53.253.253.53.252.751.752.52.52.754.54.54.25
"Baby Peach, Baby Daisy","Landship, Streetle","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",0.75,5,2,4.5,5.25,1.25,2.75,1.5,2,5.25,5.25,5,5,0.75524.55.251.252.751.521.255.2555
"Baby Peach, Baby Daisy","Landship, Streetle","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1,5,2.25,4.25,5.25,1.25,2.5,1.5,2,5.25,5.5,4.75,5,152.254.255.251.252.51.521.255.54.755
"Baby Peach, Baby Daisy","Landship, Streetle","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1,4.75,2,4.5,5,1.5,2.75,1.25,2.25,5.25,5.25,5,4.75,14.7524.551.52.751.252.251.55.2554.75
"Baby Peach, Baby Daisy","Landship, Streetle","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",1.25,4.75,2.25,4.25,5,1.5,2.5,1.5,2.25,5.25,5.5,4.75,4.75,1.254.752.254.2551.52.51.52.251.55.54.754.75
"Baby Peach, Baby Daisy","Landship, Streetle","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,3.75,2,4.25,4,2,3,1.25,2,5,5,4.25,4.5,1.753.7524.254231.252254.254.5
"Baby Peach, Baby Daisy","Landship, Streetle","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,3.75,2.25,4,4,2,2.75,1.25,2,5,5.25,4,4.5,23.752.254422.751.25225.2544.5
"Baby Peach, Baby Daisy","Landship, Streetle","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2,3.5,2,4.25,3.75,2.25,3,1,2.25,5,5,4.25,4.25,23.524.253.752.25312.252.2554.254.25
"Baby Peach, Baby Daisy","Landship, Streetle","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",2.25,3.5,2.25,4,3.75,2.25,2.75,1.25,2.25,5,5.25,4,4.25,2.253.52.2543.752.252.751.252.252.255.2544.25
"Baby Peach, Baby Daisy","Landship, Streetle","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4.25,2.5,5.5,4.5,1.5,2.75,1.5,1.75,4.5,4.75,4,4.75,1.754.252.55.54.51.52.751.51.751.54.7544.75
"Baby Peach, Baby Daisy","Landship, Streetle","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4.25,2.75,5.25,4.5,1.5,2.5,1.5,1.75,4.5,5,3.75,4.75,24.252.755.254.51.52.51.51.751.553.754.75
"Baby Peach, Baby Daisy","Landship, Streetle","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2,4,2.5,5.5,4.25,1.75,2.75,1.25,2,4.5,4.75,4,4.5,242.55.54.251.752.751.2521.754.7544.5
"Baby Peach, Baby Daisy","Landship, Streetle","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",2.25,4,2.75,5.25,4.25,1.75,2.5,1.5,2,4.5,5,3.75,4.5,2.2542.755.254.251.752.51.521.7553.754.5
"Baby Peach, Baby Daisy","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.5,2.5,5.25,4.25,1.75,3.25,1.5,1.75,4.75,4.75,4.5,5,1.54.52.55.254.251.753.251.51.751.754.754.55
"Baby Peach, Baby Daisy","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.5,2.75,5,4.25,1.75,3,1.5,1.75,4.75,5,4.25,5,1.754.52.7554.251.7531.51.751.7554.255
"Baby Peach, Baby Daisy","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4.25,2.5,5.25,4,2,3.25,1.25,2,4.75,4.75,4.5,4.75,1.754.252.55.25423.251.25224.754.54.75
"Baby Peach, Baby Daisy","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2,4.25,2.75,5,4,2,3,1.5,2,4.75,5,4.25,4.75,24.252.7554231.52254.254.75
"Baby Peach, Baby Daisy","Landship, Streetle","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",0.75,5.25,1.75,4.75,5.5,1,3,1,2.25,5.5,5.5,5,5.5,0.755.251.754.755.51312.2515.555.5
"Baby Peach, Baby Daisy","Landship, Streetle","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1,5.25,2,4.5,5.5,1,2.75,1,2.25,5.5,5.75,4.75,5.5,15.2524.55.512.7512.2515.754.755.5
"Baby Peach, Baby Daisy","Landship, Streetle","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1,5,1.75,4.75,5.25,1.25,3,0.75,2.5,5.5,5.5,5,5.25,151.754.755.251.2530.752.51.255.555.25
"Baby Peach, Baby Daisy","Landship, Streetle","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",1.25,5,2,4.5,5.25,1.25,2.75,1,2.5,5.5,5.75,4.75,5.25,1.25524.55.251.252.7512.51.255.754.755.25
"Baby Peach, Baby Daisy","Landship, Streetle","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4,2.75,3.75,4,2,2.25,2,1.5,5,4.5,4.5,4.75,1.542.753.75422.2521.524.54.54.75
"Baby Peach, Baby Daisy","Landship, Streetle","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4,3,3.5,4,2,2,2,1.5,5,4.75,4.25,4.75,1.75433.542221.524.754.254.75
"Baby Peach, Baby Daisy","Landship, Streetle","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",1.75,3.75,2.75,3.75,3.75,2.25,2.25,1.75,1.75,5,4.5,4.5,4.5,1.753.752.753.753.752.252.251.751.752.254.54.54.5
"Baby Peach, Baby Daisy","Landship, Streetle","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2,3.75,3,3.5,3.75,2.25,2,2,1.75,5,4.75,4.25,4.5,23.7533.53.752.25221.752.254.754.254.5
"Baby Peach, Baby Daisy","Landship, Streetle","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.25,4.25,2.75,4,4.5,1.75,2.75,2,2,5.5,5.5,4.75,5.5,1.254.252.7544.51.752.75221.755.54.755.5
"Baby Peach, Baby Daisy","Landship, Streetle","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.5,4.25,3,3.75,4.5,1.75,2.5,2,2,5.5,5.75,4.5,5.5,1.54.2533.754.51.752.5221.755.754.55.5
"Baby Peach, Baby Daisy","Landship, Streetle","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",1.5,4,2.75,4,4.25,2,2.75,1.75,2.25,5.5,5.5,4.75,5.25,1.542.7544.2522.751.752.2525.54.755.25
"Baby Peach, Baby Daisy","Landship, Streetle","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",1.75,4,3,3.75,4.25,2,2.5,2,2.25,5.5,5.75,4.5,5.25,1.75433.754.2522.522.2525.754.55.25
"Baby Peach, Baby Daisy","Landship, Streetle","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1,4.75,2.25,5.25,5,1.25,2.5,1.25,2.5,5,4.75,4.5,5.25,14.752.255.2551.252.51.252.51.254.754.55.25
"Baby Peach, Baby Daisy","Landship, Streetle","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.25,4.75,2.5,5,5,1.25,2.25,1.25,2.5,5,5,4.25,5.25,1.254.752.5551.252.251.252.51.2554.255.25
"Baby Peach, Baby Daisy","Landship, Streetle","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",1.25,4.5,2.25,5.25,4.75,1.5,2.5,1,2.75,5,4.75,4.5,5,1.254.52.255.254.751.52.512.751.54.754.55
"Baby Peach, Baby Daisy","Landship, Streetle","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",1.5,4.5,2.5,5,4.75,1.5,2.25,1.25,2.75,5,5,4.25,5,1.54.52.554.751.52.251.252.751.554.255
"Baby Peach, Baby Daisy","Landship, Streetle","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.25,4.75,2.25,5,4.75,1.5,3,1.5,2.25,5.25,5.25,4.75,5.25,1.254.752.2554.751.531.52.251.55.254.755.25
"Baby Peach, Baby Daisy","Landship, Streetle","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.5,4.75,2.5,4.75,4.75,1.5,2.75,1.5,2.25,5.25,5.5,4.5,5.25,1.54.752.54.754.751.52.751.52.251.55.54.55.25
"Baby Peach, Baby Daisy","Landship, Streetle","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",1.5,4.5,2.25,5,4.5,1.75,3,1.25,2.5,5.25,5.25,4.75,5,1.54.52.2554.51.7531.252.51.755.254.755
"Baby Peach, Baby Daisy","Landship, Streetle","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",1.75,4.5,2.5,4.75,4.5,1.75,2.75,1.5,2.5,5.25,5.5,4.5,5,1.754.52.54.754.51.752.751.52.51.755.54.55
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.25,2.5,4,4.75,1.75,2.25,2.75,2.5,4.75,4.5,5.5,4.75,1.54.252.544.751.752.252.752.51.754.55.54.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.25,2.75,3.75,4.75,1.75,2,2.75,2.5,4.75,4.75,5.25,4.75,1.754.252.753.754.751.7522.752.51.754.755.254.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.75,4,2.5,4,4.5,2,2.25,2.5,2.75,4.75,4.5,5.5,4.5,1.7542.544.522.252.52.7524.55.54.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",2,4,2.75,3.75,4.5,2,2,2.75,2.75,4.75,4.75,5.25,4.5,242.753.754.5222.752.7524.755.254.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3,2.5,3.75,3.5,2.5,2.5,2.5,2.5,4.5,4.25,4.75,4.25,2.532.53.753.52.52.52.52.52.54.254.754.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,2.75,3.5,3.5,2.5,2.25,2.5,2.5,4.5,4.5,4.5,4.25,2.7532.753.53.52.52.252.52.52.54.54.54.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.75,2.75,2.5,3.75,3.25,2.75,2.5,2.25,2.75,4.5,4.25,4.75,4,2.752.752.53.753.252.752.52.252.752.754.254.754
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",3,2.75,2.75,3.5,3.25,2.75,2.25,2.5,2.75,4.5,4.5,4.5,4,32.752.753.53.252.752.252.52.752.754.54.54
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.5,3.5,3,5,4,2,2.25,2.75,2.25,4,4,4.5,4.5,2.53.535422.252.752.25244.54.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.5,3.25,4.75,4,2,2,2.75,2.25,4,4.25,4.25,4.5,2.753.53.254.754222.752.2524.254.254.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",2.75,3.25,3,5,3.75,2.25,2.25,2.5,2.5,4,4,4.5,4.25,2.753.25353.752.252.252.52.52.2544.54.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",3,3.25,3.25,4.75,3.75,2.25,2,2.75,2.5,4,4.25,4.25,4.25,33.253.254.753.752.2522.752.52.254.254.254.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.75,3,4.75,3.75,2.25,2.75,2.75,2.25,4.25,4,5,4.75,2.253.7534.753.752.252.752.752.252.25454.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.75,3.25,4.5,3.75,2.25,2.5,2.75,2.25,4.25,4.25,4.75,4.75,2.53.753.254.53.752.252.52.752.252.254.254.754.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",2.5,3.5,3,4.75,3.5,2.5,2.75,2.5,2.5,4.25,4,5,4.5,2.53.534.753.52.52.752.52.52.5454.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",2.75,3.5,3.25,4.5,3.5,2.5,2.5,2.75,2.5,4.25,4.25,4.75,4.5,2.753.53.254.53.52.52.52.752.52.54.254.754.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.5,4.5,2.25,4.25,5,1.5,2.5,2.25,2.75,5,4.75,5.5,5.25,1.54.52.254.2551.52.52.252.751.54.755.55.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.75,4.5,2.5,4,5,1.5,2.25,2.25,2.75,5,5,5.25,5.25,1.754.52.5451.52.252.252.751.555.255.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",1.75,4.25,2.25,4.25,4.75,1.75,2.5,2,3,5,4.75,5.5,5,1.754.252.254.254.751.752.5231.754.755.55
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",2,4.25,2.5,4,4.75,1.75,2.25,2.25,3,5,5,5.25,5,24.252.544.751.752.252.2531.7555.255
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,3.25,3.25,3.25,3.5,2.5,1.75,3.25,2,4.5,3.75,5,4.5,2.253.253.253.253.52.51.753.2522.53.7554.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.5,3.25,3.5,3,3.5,2.5,1.5,3.25,2,4.5,4,4.75,4.5,2.53.253.533.52.51.53.2522.544.754.5
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",2.5,3,3.25,3.25,3.25,2.75,1.75,3,2.25,4.5,3.75,5,4.25,2.533.253.253.252.751.7532.252.753.7554.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",2.75,3,3.5,3,3.25,2.75,1.5,3.25,2.25,4.5,4,4.75,4.25,2.7533.533.252.751.53.252.252.7544.754.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.5,3.25,3.5,4,2.25,2.25,3.25,2.5,5,4.75,5.25,5.25,23.53.253.542.252.253.252.52.254.755.255.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.5,3.5,3.25,4,2.25,2,3.25,2.5,5,5,5,5.25,2.253.53.53.2542.2523.252.52.25555.25
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",2.25,3.25,3.25,3.5,3.75,2.5,2.25,3,2.75,5,4.75,5.25,5,2.253.253.253.53.752.52.2532.752.54.755.255
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",2.5,3.25,3.5,3.25,3.75,2.5,2,3.25,2.75,5,5,5,5,2.53.253.53.253.752.523.252.752.5555
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",1.75,4,2.75,4.75,4.5,1.75,2,2.5,3,4.5,4,5,5,1.7542.754.754.51.7522.531.75455
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2,4,3,4.5,4.5,1.75,1.75,2.5,3,4.5,4.25,4.75,5,2434.54.51.751.752.531.754.254.755
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",2,3.75,2.75,4.75,4.25,2,2,2.25,3.25,4.5,4,5,4.75,23.752.754.754.25222.253.252454.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",2.25,3.75,3,4.5,4.25,2,1.75,2.5,3.25,4.5,4.25,4.75,4.75,2.253.7534.54.2521.752.53.2524.254.754.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,4,2.75,4.5,4.25,2,2.5,2.75,2.75,4.75,4.5,5.25,5,242.754.54.2522.52.752.7524.55.255
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,4,3,4.25,4.25,2,2.25,2.75,2.75,4.75,4.75,5,5,2.25434.254.2522.252.752.7524.7555
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,3.75,2.75,4.5,4,2.25,2.5,2.5,3,4.75,4.5,5.25,4.75,2.253.752.754.542.252.52.532.254.55.254.75
"Baby Peach, Baby Daisy","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",2.5,3.75,3,4.25,4,2.25,2.25,2.75,3,4.75,4.75,5,4.75,2.53.7534.2542.252.252.7532.254.7554.75
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",1,5,2.75,4,5.25,1.25,2.25,1.75,1.75,5.5,5,5.5,4.75,152.7545.251.252.251.751.751.2555.54.75
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",1.25,5,3,3.75,5.25,1.25,2,1.75,1.75,5.5,5.25,5.25,4.75,1.25533.755.251.2521.751.751.255.255.254.75
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",1.25,4.75,2.75,4,5,1.5,2.25,1.5,2,5.5,5,5.5,4.5,1.254.752.75451.52.251.521.555.54.5
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",1.5,4.75,3,3.75,5,1.5,2,1.75,2,5.5,5.25,5.25,4.5,1.54.7533.7551.521.7521.55.255.254.5
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",2,3.75,2.75,3.75,4,2,2.5,1.5,1.75,5.25,4.75,4.75,4.25,23.752.753.75422.51.51.7524.754.754.25
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,3.75,3,3.5,4,2,2.25,1.5,1.75,5.25,5,4.5,4.25,2.253.7533.5422.251.51.75254.54.25
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",2.25,3.5,2.75,3.75,3.75,2.25,2.5,1.25,2,5.25,4.75,4.75,4,2.253.52.753.753.752.252.51.2522.254.754.754
"Baby Peach, Baby Daisy","Pipe Frame, Varmint, City Tripper","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",2.5,3.5,3,3.5,3.75,2.25,2.25,1.5,2,5.25,5,4.5,4,2.53.533.53.752.252.251.522.2554.54
